company,year,quarter,highlight_type,speaker,text,relevance_score,role_bucket,role,quote,score
Amazon,2021,2,CFO_Financial_Detail,Unknown,"Other revenue increased 83% year-over-year in Q2, excluding the impact of foreign exchange, driven largely by continued acceleration in our ads business.",5.7955,CFO,CFO,"Other revenue increased 83% year-over-year in Q2, excluding the impact of foreign exchange, driven largely by continued acceleration in our ads business.",5.7955
Amazon,2021,2,CFO_Financial_Detail,Unknown,Our Q3 revenue guidance range of 10 to 16% growth reflects an expected continuation of this trend.,4.8455,CFO,CFO,Our Q3 revenue guidance range of 10 to 16% growth reflects an expected continuation of this trend.,4.8455
Amazon,2021,2,CFO_Financial_Detail,Unknown,"You're probably looking at the growth rate of 13% in Q2 versus the revenue growth, FX neutral revenue growth rate of 24%.",3.95,CFO,CFO,"You're probably looking at the growth rate of 13% in Q2 versus the revenue growth, FX neutral revenue growth rate of 24%.",3.95
Amazon,2021,2,CFO_Financial_Detail,Unknown,"Our second quarter net sales were $113 billion, or at about the midpoint of our guidance range.",3.8318,CFO,CFO,"Our second quarter net sales were $113 billion, or at about the midpoint of our guidance range.",3.8318
Amazon,2021,2,CFO_Financial_Detail,Unknown,"2019 full-year growth was 22%, and revenue growth for the first two months of 2020 was 21%.",3.8136,CFO,CFO,"2019 full-year growth was 22%, and revenue growth for the first two months of 2020 was 21%.",3.8136
Amazon,2021,2,Strategic_Announcement,Unknown,"We recently announced new commitments and migrations from customers across a diverse set of major industries, including Swisscom and Dell Canada in telecom, BMO Financial Group and Bank Columbia in financial services, and Ferrari in automotive.",3.0,CFO,CFO,"We recently announced new commitments and migrations from customers across a diverse set of major industries, including Swisscom and Dell Canada in telecom, BMO Financial Group and Bank Columbia in financial services, and Ferrari in automotive.",3.0
Amazon,2021,3,CFO_Financial_Detail,Unknown,"Last but certainly not least, Amazon advertising continues to grow quickly, representing the significant majority of other revenue, which grew 49% year-over-year in Q3.",7.1,CFO,CFO,"Last but certainly not least, Amazon advertising continues to grow quickly, representing the significant majority of other revenue, which grew 49% year-over-year in Q3.",7.1
Amazon,2021,3,CFO_Financial_Detail,Unknown,"We estimate the cost of labor, labor-related productivity losses, and cost inflation to have added approximately $2 billion in operating costs in Q3, particularly in August and September.",6.1,CFO,CFO,"We estimate the cost of labor, labor-related productivity losses, and cost inflation to have added approximately $2 billion in operating costs in Q3, particularly in August and September.",6.1
Amazon,2021,3,CFO_Financial_Detail,Unknown,"Our Q4 guidance range anticipates that these costs will approach $4 billion in Q4, as we see a full quarter's impact of these effects and a higher seasonal unit volume.",6.1,CFO,CFO,"Our Q4 guidance range anticipates that these costs will approach $4 billion in Q4, as we see a full quarter's impact of these effects and a higher seasonal unit volume.",6.1
Amazon,2021,3,CFO_Financial_Detail,Unknown,"As you look to Q4, we've incorporated this nearly $4 billion of added costs into our operating income guidance range.",5.9318,CFO,CFO,"As you look to Q4, we've incorporated this nearly $4 billion of added costs into our operating income guidance range.",5.9318
Amazon,2021,3,CFO_Financial_Detail,Unknown,Q4's guidance also includes an estimated $1 billion year-over-year negative impact from lower fixed cost leverage in our fulfillment network.,5.0409,CFO,CFO,Q4's guidance also includes an estimated $1 billion year-over-year negative impact from lower fixed cost leverage in our fulfillment network.,5.0409
Amazon,2021,3,CFO_Financial_Detail,Unknown,"First, we saw a continuation of strong usage and revenue growth in AWS, with revenues accelerating to 39% year-over-year in Q3.",4.6773,CFO,CFO,"First, we saw a continuation of strong usage and revenue growth in AWS, with revenues accelerating to 39% year-over-year in Q3.",4.6773
Amazon,2021,3,CFO_Financial_Detail,Unknown,"As a result, Amazon's Q3 revenue of $110.8 billion represented a two-year compounded annual growth rate of 25% versus a pre-pandemic growth rate in the low 20% range.",4.1,CFO,CFO,"As a result, Amazon's Q3 revenue of $110.8 billion represented a two-year compounded annual growth rate of 25% versus a pre-pandemic growth rate in the low 20% range.",4.1
Amazon,2021,3,CFO_Financial_Detail,Unknown,We also saw over $1 billion of costs tied to lost productivity and disruption in our operations.,3.8364,CFO,CFO,We also saw over $1 billion of costs tied to lost productivity and disruption in our operations.,3.8364
Amazon,2021,4,CFO_Financial_Detail,Unknown,"As we mentioned in the last earnings call, we did see more than $4 billion in costs from inflationary pressures and lost productivity and disruption in our operations.",5.7,CFO,CFO,"As we mentioned in the last earnings call, we did see more than $4 billion in costs from inflationary pressures and lost productivity and disruption in our operations.",5.7
Amazon,2021,4,CFO_Financial_Detail,Unknown,"Now at a $71 billion annualized revenue run rate, AWS revenue grew 40% every year in Q4, our fourth consecutive quarter of revenue growth rate acceleration.",4.8,CFO,CFO,"Now at a $71 billion annualized revenue run rate, AWS revenue grew 40% every year in Q4, our fourth consecutive quarter of revenue growth rate acceleration.",4.8
Amazon,2021,4,CFO_Financial_Detail,Unknown,And AWS saw a continuation of the strong usage and revenue growth we've seen throughout 2021.,4.5227,CFO,CFO,And AWS saw a continuation of the strong usage and revenue growth we've seen throughout 2021.,4.5227
Amazon,2021,4,CFO_Financial_Detail,Unknown,"With the continued expansion of Prime member benefits and the increased member usage that we've seen, as well as the rise in wages and transportation costs, Amazon will increase the price of a Prime membership in the United States with the monthly price going from $12.99 to $14.99 and the annual membership going from $119 to $139.",4.1,CFO,CFO,"With the continued expansion of Prime member benefits and the increased member usage that we've seen, as well as the rise in wages and transportation costs, Amazon will increase the price of a Prime membership in the United States with the monthly price going from $12.99 to $14.99 and the annual membership going from $119 to $139.",4.1
Amazon,2021,4,CFO_Financial_Detail,Unknown,Our results also include approximately $1 billion year-over-year negative impact from lower fixed cost leverage in our fulfillment network.,4.0318,CFO,CFO,Our results also include approximately $1 billion year-over-year negative impact from lower fixed cost leverage in our fulfillment network.,4.0318
Amazon,2021,4,CFO_Financial_Detail,Unknown,"As a result, our first quarter guidance includes an approximate $1 billion of lower depreciation expense.",3.8773,CFO,CFO,"As a result, our first quarter guidance includes an approximate $1 billion of lower depreciation expense.",3.8773
Amazon,2021,4,Strategic_Announcement,Unknown,"reInvent remains a highlight of the year for us, because it's a great opportunity to introduce new services while engaging with customers and partners to better inform where we should be focusing next.",3.0,CFO,CFO,"reInvent remains a highlight of the year for us, because it's a great opportunity to introduce new services while engaging with customers and partners to better inform where we should be focusing next.",3.0
